,Text
387,tại sao phải xin lỗi em thấy anh ấy không sai gì cả .
388,bất lực藍
389,người ta yêu ai thì đó là quyền của người ta nếu người ta ct cx chưa chắc đến lượt straight đâu mà vào bình luận súng ống với chả đi làm pn hay không : ) mỡ đấy mà húp : )
390,ngày sinh của tôi đấy tôi sinh 19/1
391,mệt
392,lm vậy khác gì coi lgbt là bệnh
393,giới tính thứ 3 tôi yêu họ vì họ cũng là con người như chúng ta 殺
394,lô tôi gặp đúng rùi ak
395,cứng đơ
396,ủa rồi tới chuyện gì 
397,thấy tội bạn nữ .
398,"cưới em nèe ' ,"
399,mày đã có 1 khoảng time là không chấp nhận mày tự ép bản thân là quen cgai nhưng bản chất của mày là vậy và bame mày không muốn mày nhưng vậy nên mày đã chọn cô đơn
400,"à tôi hiểu rồi , "" nữ quyền "" mà người trog xe đang nói là lấy lại côg bằng nữ quyền dành cho phụ nữ bị áp đặt bởi xã hội phog kiến"
401,đẹp vậy thây
402,khóc nè bé
403,nhà tôi có một con y chag giờ không dám ôm nó đi ngủ nx
404,mẹ biết mẹ buồn nha
405,"nghe đến câu "" em không dám nghĩ đến "" mà sao thấy nhói lòng quá"
406,vì xinh lấn hết nết
407,có mình nè 
408,nam nữ bình đẳng tại sao con gái có thể mặc quần mà con trai không thể mặc váy và con trai sao phk luôn nhường nhịn con gái
409,tội cho cô gái đó lại 1 lần tin anh tội cho cô gái đó lại 1 lần như em tội cho cô gái đó sắp hạnh phúc biết bao . tội cho cô gái đó vĩnh viễn ra đi梁
410,"diễn sàm ' ,"
411,suy nghĩ chưa thấu đáo mà ai cho lên truyền hình zị ? nghe tới đoạn đứa con tao tức ghê ? chỉ thấy lấy cớ để chống lại gia đình thôi ? : d
412,mấy ba bisexual cứ hỏi ra là thích nam không 
413,tụi nữ quyền toàn bị thiểu năng
414,"ơ giời ơi em cầu hôn c liền đây ' ,"
415,một hoạ sĩ đã từng nói :
416,ủa vậy pansexual come out sao ạ
417,toxic một đống
418,lgbt là mãi đỉnh 
419,: ) mẹ em cho mà
420,chao có bạn gái mới đúng chứ trai hì
421,mình cắt tomboy mẹ toàn bảo trai không ra trai gái không ra gái đó là đam mê của mình mà dù biết bố mẹ cx muốn tốt nhưng mình muốn được là chính mik梁
422,làm nhiều tiêu nhiều . lương dược sỹ 4 triệu như mình chắc chớt
423,ủa xinh dữ
424,"ông nhầm rồi vì ông giả kim đang nhắc tới "" nữ quyền độc hại ở 1 số bạn trẻ thời nay "" "
425,"tôi cũng bị đồng tính vào năm tôi 14 tuổi , nói ra là nó tự bộc phát nhưng cũng may mẹ tôi hiểu cho tôi nên giờ mối quan hệ tôi với cô ấy vẫn cứ diễn ra ' ,"
426,bố tôi cũng thế chán nói mãi nm tính bảo thủ nó vào trong máu rồi
427,thằng trường đâu vô đây mà nge nè
428,nói quá hay
429,bi 2 vợ rồi thì phải
430,ủa vậy chị áo trắng là gi
431,ghê tởm mấy loại như con này
432,lòng tham của con người là vô đối . kể cả mc
433,thế trans woman có nên tham gia các bộ môn thể thao dành cho nữ không anh ?
434,"@ ✯ꗪყᴏꮢყᴜ✯ : ủa vậy ạ , em tưởng sẽ như trường em chứ , mấy bạn thường vui đùa với thầy cô ( lgbt ) lắm , em thấy các thầy cô cute xỉu "
435,bọn bê đê thì làm sao mà chơi thể thao được
436,tôi nói như dầy thui tui không ghét việc đòi bình đẳng nhưng tui thấy nó dần bị lệt lạc đi với ý nghĩa ban đầu . nếu họ đòi nữ quyền thì sao họ không đòi đi nghĩa vụ quân sự như đàn ông đi
437,tôi cũng muốn 殺
438,con xin lỗi ba mẹ : (
439,thì tại không thích thì nói không thích
440,sao ngày xưa thời các cụ nhà mình không có những bệnh này ít lắm như nhà thơ xuân diệu
441,kh ai xa lạ chính là gia đình người thân
442,quen ông này thà tui ở vậy
443,mình muốn hỏi là tại sao bạn lại cho rằng phụ nữ dễ bị tổn thương hơn trong khi bạn đang hướng đến bình đẳng giới ? ( 1 )
444,@  lê phương thảo  cười xỉu
445,đến khi nào còn định kiến thì sự bình đẳng thực sự chỉ đến khi tất cả con người trở thành nô lệ cho 1 lài khác
446,"giọng và nhiều bài của delilah cũng vậy , hoá thân 2 người nhìn lạ thôi chứ có khác đâu về mặt giọng hát"
447,quá đau lòng thật sự 梁
448,lgbt mãi đỉnh殺‍
449,"mình mới biết mình cũng là lgbt bây giờ chưa giám nc với bm nhưng mình nghĩ bm cũng sẽ hiểu cho mình : ) ' ,"
450,omg
451,quả trang điểm 
452,chắt áp lực lắm ha - thôi kệ họ sống đúng cuộc đời mình là ok-chúc các bạn luôn vui vẻ
453,thôi mày ở nhà đi
454,thì có sao đâu kệ đi để tâm làm gì ở đâu cũng có mà 若
455,tôi không kì thị lgbt mà tôi còn thích nx : ) 嵐
456,chúc mừng ngày quốc tế nam giới : )
457,"ôi những "" thằng đàn bà "" "
458,tui nói thật là giữa 1 người phụ nữ và 1 người đàn ông đang bị bệnh thì ông kia chắc chắn được vào trc thôi
459,đúng luôn chị
460,mình thì yêu 2 năm hơn và ở với nhau gần 2 năm và hơn 1 năm bố mẹ biết và ủng hộ chúng mình 殺
461,khi em nói mình thuộc cộng đồng lgbt bố mẹ gia đình rất ủng hộ luôn mong miền nam sẽ come out thành công 梁
462,tôi đồng ý với người nhật  ý kiến riêng thôi
463,"giả bộ shock cho chị dui nhưng mà nói hiệc là xịn xĩu tường ơi ' ,"
464,ba mẹ tôi thì không có kị thị lgbt
465,còn giáo viên là hủ thì sao
466,đẹp mà
467,xin vía được gia đình chấp nhận như vậy
468,"đr , trc tôi đi sinh , trong phòng có 1 bạn cũng vậy , sinh được con gái , tôi được con trai , bà mẹ chồng kia toàn qua ngó con tôi rồi khen này nọ , bỏ mặc con dâu kia 梁"
469,từ video kia qua kím mà hg thấy : vậy
470,"biết lý do tại sau nó lại đeo mặt nạ không , tại nó sợ má nó thấy  , tôi tự hỏi má nó phải sống như nào và vợ con nó đang phải chịu những gì từ lối suy"
471,"mày lại giống mấy con wu mần bên tây đòi đổi tất cả những cái gì có chữ "" man "" hay "" men "" ( human , woman , women , humanity . ) thàn "" myn "" cho nó "" bình đẻng zới "" à"
472,vậy cuối cùng là bà thích zai hay gái á 
473,"tôn trọng , bình đẳng , thấu hiểu lẫn nhau ."
474,mình cũng nghĩ bản thân mình khổ vì vậy mình càng phải cố gắng ❤
475,tui thấy anh này nói đúng mà
476,có ai như tui không vừa bóng vừa nghèo nữa
477,giả gái mà xinh hơn gái thật
478,còn quá nhiều người thiếu kiến thức và nhận thức sai lầm về lgbt
479,chị khóc đấy
480,league of legend chứ không phải league of gayshjt em nhé
481,sao nó hay thật không biết 3d nó như thế này nhỉ anh này cứ alô cho mình bẻ thẳng lại ngay
482,"cảm giác mọi người sẽ sống hp nếu không lên mạng ' ,"
483,vì phụ nữ son môi
484,miếng che này lộ nha . mua dụng cụ chuyên cho vận động viên trược băng nghệ thuật ak . loại cao su non . êm hơn
485,mãi là bao lâu hả 鹿 bé xin lỗi 梁
486,sớm ạ
487,không những tổn thương con gái người ta mà còn tổn thương các anh khi bị trêu đùa梁
488,thương ghê huhu
489,trương trình này hại người ta không cắt đoạn làm người xem hiểu lầm 2 bạn ai xem đầy đủ đi ạ
490,bạn này chắc em guột của hiền lương
491,1 trong những thứ tôi rất ghét ở bi ☺️
492,"thấy bình thường mà , hãy mở lòng chút ik "
493,bà áo trắng đứng kia lzj là ai thế
494,mọi thứ vẫn ổn sao khi nhìn được con trai
495,đồng tính thì không nên xuất hiện ở chỗ đông người
496,các bạn nên tìm hiểu drag quen là gì trước khi bình luận . khi bạn hiểu rồi thì sẽ không có mấy cái thắc mắc như trên
497,cố gắng lên chị gái mạnh mẽ của em
498,"bạn em come uot đơn giản vải , nó bảo mẹ con thích con trai xong ba nó kiu mai dẫn bạn trai về ra mắt mẹ nó ừm cái hết"
499,transbguy là gì vậy miền nam
500,khỏi cần tôi là lgbt rồi
501,đàn bà là hạng tiểu nhân = )
502,những đứa học luật đang suy nghĩ gì giống tôi không 梁
503,một câu chuyện buồn thật sự : (
504,"nhu y dang le đây là tôi sau khi biến hình : ) ' ,"
505,"tổ quật nè mụi ngừi ơi : ) hồng thuỷthương mendytường vyđông tuyếtsan pham ' ,"
506,đúng là thích cả 2 giới thật nhưng mà trai chỉ vỏn vẹn 40% : )
507,hỏi ngu xíu lgbt là cái gì vậy ạ
508,thông báo các anh em yasuo này đã ful đồ : )
509,sao phải xl 
510,anh mạnh mẽ quá梁
511,"2 má này dở và xàm như nhau má pt không biết sao vô ctr này đúng nhảm luôn không có gì đặc biệt toàn làm xàm xí câu view ' ,"
512, ủa
513,lgbt đã làm gì chưa殺
514,xã hội họ vẫn chưa chấp nhận được . : )
515,cố lên bạn nhé
516,chương trình từ bất ngờ này bất ngờ khác 
517,2 con pónk xốn lè nhau
518,đẹp thật mà . đúng là con gái luôn
519,cháu em cũng tên mẫn nhi nè 
520,"nỗi khổ của đàn ông mà , không có tiền thì ai dám yêu con nhà người ta"
521,chủân rồi ạ
522,không phải lúc nào con gái cũng muốn con trai trả tiền . nếu xem bạn là người ngoài thì cô ấy sẽ tự mình trả tiền .
523,tui la xếp tui cũng muốn tuyển nứ ma 
524,sam
525,vạy quả mà nó vừa yêu nữ lại vừa yêu làm thì có khải là bạn nam bị cắm sừng không
526,giống tui thế 
527,trong cộng đồng vẫn có 1 phần toxic á nên nhiều người họ không thích và 1 phần cg là quan niệm thôi
528,"nhiều người nói do gia đình bắt buộc các lí do , nhưng nếu bạn chịu theo cái bắt buộc đó thì làm ơn bẻ lại được cái giới tính chứ đừng đi ngoại tình"
529,còn khì thị người đầu trọc đó bạn
530,câu đầu vừa sai vừa đúng.câu sau đúng
531,thầy em
532,nếu vì tiền thì quen lúc đầu thôi . chứ còn tầm này là vì thương 
533,dễ thương ghê ak殺
534,gay với lgbt khác nhau chỗ nào vậy
535,cưng gì đâu
536,"không sao đâu ạ , thầy em cũng vậy và hẹn hò được gần 10 năm , bây giờ sắp cưới rồi , vậy nên c cũng hãy cố lên nhé❤️"
537,ở nước ngoài giờ có dịch vụ làm li hôn vắng mặt
538,bạn tui cũng là lgbt nhưng trong lớp bị kì thị lắm luôn do không được ưa nhìn
539,ha gì kì thi hùi nào ?
540,như một định mệnh được sắp đặt cho đôi bạn vậy . còn người phụ nữ kia thật thương tâm thương cả đứa bé nữa
541,đúng kiểu “ người bị hen thì gầy mà người bị gay thì hèn “
542,nửa đêm gặp chắc tao ngất 
543,đúng tên trường báo 
544,"cái này mình nói rõ hơn cho mấy bạn đỡ nhầm lẫn : cái coment trước mình có nói mình khó chịu mấy bạn lgbt mà cái , cái gì cũng đòi ưu tiên là :"
545,mày có thôi đi không duy 
546,ui em tên lĩnh
547,đơn giản vì họ không thích= ) ?
548,"vào hay đánh nhau , chuyền trưởng nhắc nhở tí hay quát 1 câu là ra cổng cty khác biết bố mày là ai . nhiều cái nữa ."
549,cac em la người rat can dam de nhin vao su that thuong cac em
550,nghe câu phụ nữ li hôn do tìm được mối ngon hơn . nghe 藍
551,"đàn ông phải biết lái xe , phụ nữ thì không cần"
552,sao chj đổi tên giống iem : )
553,khi mô anh mới lấy được gấy
554,ai cx phải tôn trọng chúng mày à
555,kể tiếp đi em anh quý em rồi đấy tất chân thực
556,tại sao phải come out ?
557,mình mong gặp đcgiáo viên lgbt mà còn không được
558,tưởng ồg trai thắng chứ
559,tôi đồng ý
560,quen nhau bình thường mà . 
561,"sao mình không gạt bỏ đi hết , những định kiến ngoài kia ."
562, tại bà ấy có quá nhiều tiền
563,ủa chắc gì nó đã đẻ cho mình 
564,"nguyễn ngọc trâm đừng miệt thị bê đê , nếu không thì . phép thuật winx enchantix ' ,"
565,chào chú
566,bà kia bth dữ
567,"tưởng tượng ngày xưa phụ nữ bị áp bức đòi quyền bình đẳng = > chúng ta có quốc tế phụ nữ . bây giờ vẫn ngoài mấy đứa nữ quyền bông tuyết đòi nhiều quyền hơn , thì chúng ta còn phải đối đầu với lũ làng gốm rảnh háng có nguyên 1 tháng tự hào về cái sự lỗi trong quá trình được sinh ra của chúng . 﫠"
568,con gái mà giỏi thể thao thì chắc là les
569,"tôi với ny cũng là 2 bot , ở với nhau gần 3 năm rồi . biết thì nó gồng nó làm chồng tôi , thỉnh thoảng hứng lên thì đổi lại ."
570,em thành tâm xin vía ạ
571,mấy thằng đàn ông mà ra đường có 20k thì tự thấy nhục đi
572,nể anh bắc luôn í : ( bao dung thật sự
573,"đọc trong sách rồi nói ra , chứ ông cũng chả là ai cả"
574,"tui không ghét họ ngược lại còn tôn trọng và thik họ nữa , kết hôn là 1 việc hp cả đời không phải ai kết hôn cx để sinh sản , mong các bạn hiểu và chấp nhận"
