,Text
368,Tính đu theo chị Giang để nổi tiếng chứ làm gì có tư cách mà nói người khác như vậy
369,LGBT cx là con người mà...🙂
370,còn cả cái ko đc để tóc dài nữa 😭🙏
371,Bạn này cười đẹp quá
372,@nguyennhi437 hmm
373,Duyên tiền định 🥰
374,"Nhà chồng t cũng bắt hai vc sinh thêm đứa thứ 2, phải ra con trai nữa. Hai vc t làm lơ luôn. Có 1 đứa con gái xinh xắn ngoan ngoãn đủ rồi"
375,cùng 1 câu hỏi
376,LGBT không phải khổ mà là quá khổ :((((
377,có hả
378,miệng của thiên hạ mình ko quản đc nên cũng ko cần phải bận tâm e àh.
379,"Nin Nin nhiều lúc xem mấy cmt trong mấy clip về LGBT có mấy thành phần hl cứ nói công khai xu hướng tính dục là bất hiếu phải lấy vợ.cmn chứ thử chị ,em gái nó hay con gái nó lấy phải đứa là LGBT mà vì mấy thành phầ… Xem thêm',"
380,mấy tháng nghén ko đi làm đươc. Ck tăng ca để kiếm bù vào số lương của vợ cho vợ tiêu. Nên dù ổng cục súc vẫn ko dám ho he 😂
381,Vua sửa ls đẹp lun dc 😳
382,Ê cái mũi xu nha
383,Top Bot không quan trọng đó là quan điểm của 2 người cùng suy nghĩ họ sẽ không đặt nặng vấn đề đó nếu phương diện khác 2 con bot quen nhau sẽ ko lâu
384,"Khóc là một cách để biểu đạt cảm xúc của con người, nó không phải lúc nào cũng biểu thị sự yếu đuối!"
385,ko
386,các bạn tốt quá ko kì thị chúng tui
387,Ko thể chấp nhận 1 Thanh Duy như này. Trả lại a Duy ngày xưa đi ạ
388,"Trời ơi điện ảnh !',"
389,lên xh tư duy đỉnh🥰
390,toi ko qutam
391,wow mai này đi qua Nga;Thổ Nhĩ Kỳ chơi :D
392,"Có lần hỏi mẹ sau không cho con làm con gái, mẹ trả lời t không muốn nhìn con t khổ vì m là con t :(("
393,"còn rồng đâu săn má , săn rắn hả"
394,hành trình fl cả Tik Tok
395,@𝐑𝐨𝐦𝐢𝐞♡ hãy nkớ e nkeeee😏
396,Tội nghiệp rồng con..
397,Thương 2 bạn này
398,"Bà má ck đóng vai mà cái miệng như cl',"
399,"🥰🥰🥰 dễ thương ghia, đấy mắc gì mà phân biệt !"
400,Hôm nay là sinh Nhật tôi bạn có thể cho tôi một lời chúc đc k 🌷
401,trc đây thì ai cũng thẳng sinh ra trai là trai gái là gái nhg chắc là do 1 số nguyên nhân khác nhng chắc chủ yếu là cách ăn uống nhưng t nghĩ do mxh
402,bữa gặp ổng vào ăn chè 20 món ở Huế 😁
403,@baotam.91 áp lực vcl
404,Ai cũng đúng. Chỉ là đúng theo góc nhìn của mỗi người. Ông này có cái lý của ông này nghe cũng hợp lý. Bên kia cũng có lý bên kia nghe khá thuyết phục
405,Dù là lgbt hay thẳng ai cũng sẽ bị ng đời soi xét vì 1 vde nào đó . Nói chung cứ sống cuộc sống của ta thui . Vui vẻ hạnh phúc nha
406,t rất yêu thích nước nhật💕💕
407,cố lên mạnh mẽ lên b.
408,Nam Mô A Di Đà Phật 🙏🙏🙏❤️❤️❤️🌹🌹🌹
409,có gang hoan thien bản than để có được su ton trong 🥰🥰🥰
410,"Bạn diễn đạt, truyền tải quá hay r, rất phù hợp với công việc bạn đang đảm nhiệm, chúc bạn luôn thành công. Môi trường làm việc của sàn S văn minh thật sự 😁"
411,T muốn sang nhật👉🏻👈🏻
412,Xin vía gđ chấp nhận ạ
413,Dể thương
414,tui thấy anh này nói đúng mà😂
415,Uồi
416,"Có một sự thật, ai trong chúng ta cũng sẽ mất bme… còn không thì ngược lại!"
417,Ở ngoài đời t thấy chả ai nói về mấy cái này vậy vẫn giúp đỡ nhau như thường à như 2 người bạn nếu nó lười rồi thì 2 đứa trai hay gái đều chửi nhau th
418,nói tôi cũng tủi theo
419,ủa đứa nào mời..đứa đó trả chứ mấy ba 😳
420,"nói thật, anh này đỉnh thật , làm rõ phân chia các vấn đề 1 cách rõ ràng lắm luôn á"
421,vì cô ấy ko thích thế thôi😳
422,Thật may mắn khi ba mẹ tôi có thể chấp nhận được con ng tôi ❤️
423,2e dễ thương
424,"đừng thích tao nha... ""đừng lo, tao có tiêu chuẩn riêng của tao mà"""
425,"ko dám comeout vs gđ , nhiều khi s thấy mik ko bằng đc 1 đứa con gái 😔"
426,t ns vs mẹ con có ngy là cgai r mẹ bảo z chừng nào cưới để t cbi 🥰 iu mom
427,lm vids kiểu j mà ko hiểu😍
428,nhà tui .thằng lớn đi nghĩa vụ quân sự rồi. con bé lớp 9 rồi. giờ tui đang mang bầu đứa thứ 3 dc 8thang rồi đây
429,Vậy là 2 zk ck bà đăng ký kết hôn được luôn ak.
430,hai ngày trước tôi khóc nức vì chia tay chỉ vì chuyển giới tui trách bố mẹ tại sao lại đẻ tôi ra vậy nghĩ lại thấy thương bố mẹ
431,"Dài quá không đọc, nma mấy bạn nữ có thể bình thường hoá việc gọi là “nó” không? Từ “con” thì nhiều khi cũng hơi khó nghe, nma gọi từ nó cá nhân mình thấy bình thường vc =))',"
432,rượu bia gây hại sức khỏe mà vẫn cố chấp uống cho bằng dc🙂
433,"Pyjama Soraka quật cái bà hàng xóm ngã ngửa 3 ngày 3 đêm chưa tỉnh=)',"
434,sam
435,Có ai nghe câu: “ thứ không giống con người mà sao lại chơi với con tao” 🥺🥺🥺
436,t thấy rất vui cho bạn ấy vì đã nhận đc cái gật đầu của gia đình
437,jv 🥰
438,"Trường hợp này, chị em chúng tôi xin nhường VÁY 😏"
439,H cái gì cũng tăng mà lương thì có khi giảm xuống chán lắm
440,"Tự nhiên lại thấy thích PT hơn mụ kia :>',"
441,@LongNguyễn797 😳 Fen hả anh a sài nhiều acc thế
442,xin tên nhạc
443,Chào đồng nghiệp
444,"có ngoài đời đấy cj , em bị phân biệt đối xử lắm"
445,Đài Loan and Israel cũng kì thị á
446,bạn nữ xinh quá
447,Thương ghê .
448,dị cưới ngta chi?ngộ he? hiểu cho a ai hiểu cho cô ấy
449,Đúng 🥰🥰🥰
450,khi em nói mình thuộc cộng đồng LGBT bố mẹ gia đình rất ủng hộ luôn mong mn sẽ come out thành công 🥺
451,Luôn Giữ Bình Tĩnh
452,và rồi họ đã bo xì bo
453,ủa. TB hả. tưởng trai chứ kk😂😂😂
454,"Đỗ Nhii same energy',"
455,cuối cùng cũng có người nói lên nỗi lòng dùm tui
456,"Thiệt chứ loại ng coi thường LGBT vậy đầy lun',"
457,@thich an pho mai nay bả đẹp dữ
458,Lòng vòng..xem mà chán'
459,"Ổng k bình thường á, kệ ổng ik, lm mà k ai quan tâm thì quê tự khắc nghĩ 😏"
460,@pikapika bukuku mắc cười quá
461,1 vài thành phần làm phải ghét 😂
462,t nghĩ 50 là do trong người và 50 là củng do môi trường
463,chúc mừng gia đình bạn 🥰
464,thấy đẹp quá chờiii
465,hi đáng yêu ghê😊😊😊😊
466,"Phép thuật Winx :))) tiên nữ bê đê sẽ bảo vệ các bạn',"
467,t thấy ko đc mấy lăm bữa.. rồi cũng ai nấy đi
468,mai mốt về nhà chồng phải biết tự yêu thương lấy minh🥺
469,vì họ ship và làm em khó chịu
470,"sinh con gái, thì sao chứ 🥺"
471,Xinh quá em ơi
472,"Đỗ Nhii lol thế bị cưỡng hiếp xong thì đời lên hương chắc? Thở ra cái câu thấy oxi là tài nguyên thật thừa thãi và phí phạm :))',"
473,thấy họ bth mừ
474,sao không sang Thái
475,Quen bi khổ lắm
476,mình có ông anh 96 học cơ khí bách khoa
477,bị gđ kì thị mới đau ☺
478,Tuyệt quá anh 💓💓💓
479,ai biết acc anh này k dạ
480,"Trừ Nga ra. 9 nước còn lại đều có điểm chung, theo đạo hồi"
481,thì kệ ngta:) sao bắt ngta thích cái ngta ko thích
482,"Quá là ác',"
483,Có con gái là điều tuyệt vời nhất vậy mà nhiều ng ko thích
484,"Yen Hoang tổ buê đuê quật không chừa một ai =)))',"
485,chia sẻ mạnh tay
486,tr ơiii dethuong lắmmm ý
487,"sao lại kì thị nhỉ
 có j đâu"
488,"Thực ra bản chất người Việt mình k hề trọng nam khinh nữ, như ngày xưa đã có Bà Trưng, Bà Triệu lên nắm quyền và đánh giặc,... từ khi bị phương Bắc đô hộ thì Nho giáo mới từ đó gia nhập vào VN. Chính Nho giáo mới là thứ thay đổi tư tưởng khiến dân mình… Xem thêm',"
489,"Tui hủ mà,kì thị đâu"
490,Thích tôi này cho đơn giản 😌
491,cô này đẹp quá
492,"nam môi giới ko bớt lương được,"
493,Đỉnh lắm bạn ơi! 👍@kiếm tiền ẩn mình88
494,có một bản gốc nó quay về đang nói chuyện tự nhiên con gấu mèo nó ko có người mà nó tự di chuyện ớ 😥
495,gia đình chưa áp bức đủ 😌
496,cô gag lên b ơi
497,Lười đi làm
498,cái cổ 😂
499,Mong pạn chia sẻ nhìu câu comeout hơn nữa
500,cưng
501,"K phải sợ ck coi thường những rõ là đẻ xong con lớn mà ở nhà suốt thì cs tẻ nhạt lắm, k thể buông bỏ luôn cs của mình dc"
502,ik tìm acc ông thầy liền 😂
503,cô mà làm gv e chắc mừng gớt nc mắt😂
504,"Nhưng bê hê thì có mà. Người ta tự hào vì đã dám đấu tranh giành quyền sống mà cũng không cho, sao mà ích kỉ quá dạ?',"
505,Quốc này có nét giống Hoài Lâm nhỉ??
506,"Bị là bị làm sao?? bị là bị thế nào??',"
507,@hotaru204 nghe mà đau dùm luôn as🥺🥺
508,mạnh dạng nói “ t thích m “ cho nó căm 😌
509,"sao mình không gạt bỏ đi hết, những định kiến ngoài kia.."
510,còn thua cả công nhân chán 😅😅😅
511,Độc lạ bình dương
512,Chưa hiểu nhà này là ntn😂
513,@❤️tuệ linnh❤️bn xem nha…mik thương bn…
514,"Lúc trc tui cũng tích cực, giờ chuyển sang độc hại 🤣 Vì mình nghĩ chưa chắc đúng, ng mình cùng tiến cũng chỉ là 2 cá thể khác nhau nên khó lắm."
515,biết rồi
516,Thiếu màu của hạnh phúc 🥺
517,sameee !! mỗi lần come out là auto nge câu :” vậy m interested với trai hay gái hơn?” aloooooo ?!!! con người là đc nha nha
518,"Lăng Tranh sao lại ko là bệnh, dưới góc nhìn khoa học thì đó là bệnh,1 cơ thể có sinh lý và hóc môn khác vs bthg thì chả ko bệnh,có điều MN ko nên kỳ thị người bị bệnh thôi,giống như mọi vật dụng bthg trong cuộc sống hằng ngày,dùng đc bthg thì ko sao n… Xem thêm',"
519,mùa này quá hayyyy!! xuất sắc
520,rồi em hỏi anh kh có con trai con gái đẻ đc kh ?
521,"cả 2 vợ chồng cùng gánh vác là tốt, nhưng vấn đề là 1 số bạn nữ bây h thik ngồi lên đầu ngta bắt nó làm nên đàn ông buộc phải gánh vác th"
522,Á có a kia mặc váy xinh quáaaaaaa
523,chúc 2 em hạnh phúc
524,em ấy cũng đâu muốn đâu mọi người ơi kỳ thị làm gì
525,lên đây come out rồi khi nào có vợ
526,"Phí Thiện đừng né tránh e ủng hộ a :))',"
527,"LGBT không sợ. Nhưng thằng đàn ông mà tính như đàn bà mới sợ :)))',"
528,trả hiểu gì
529,"Mình cũng trong cộng đồng lgbt nên mình thấy chuyện này rất bình thường
Những người phân biệt, cổ hủ thời đại nào rồi còn suy nghĩ lạc hậu như vậy"
530,@ngngphuonguyen2k7 bùn quá m ạ
531,ừm:)))
532,quá tuyệt
533,Bn bè tôi thì k cảm thấy bình thường
534,"Có , em loay hoay vì bản thân chỉ muốn an phận"
535,"bà giang bả nổi quá nên giờ cả khối người cà khịa,dựa hơi người để nổi là ko tốt đâu nha ông mc"
536,con người và còn thở là đc oki
537,LGBT cần đc yêu thương hơn là kì thị 💕
538,"Bởi vậy h 27t rồi mìh vẫn khôg muốn lấy chồg, mẹ mìh thúc ép, mìh hỏi mẹ rằg “tại sao có đàn ông mới sốg đc.” Mẹ giận.😌"
539,T là LGBT nhg mẹ t k kì thị... 😞
540,Đọc cmt buồn thật sự .
541,thời đại nào còn kỳ thị LGBT. tui thấy nhiều LGBT thành đạt hơn nhiều ng bt.
542,vào gg gõ nó vẫn ra bth à
543,huhu tôi qua ha🥰🥰
544,ủa rồi có gì vui ko
545,@pu23065 t tức á
546,tui buồn khi đọc những cmt mặc dù ko phải lỗi của ai cả
547,😂 Viettel nhưng hệ điều hành FPT😂😂😂
548,ê thấy dịu mà xinh nha:)
549,"ôi tôi ko kì thị họ , nhưng nghĩ tới là tôi truyền thái y rồi 🌚🌚🌚🌚🌚🌚🌚🌚🌚🌚"
550,Bà nhỏ bà ngủ luôn 😂
551,"👍🏻👍🏻👍🏻 thích tun phạm nói chuyện, bạn ấy chia sẽ nhiều vấn đề rất thực tế mà kiểu như mình không biết trình bày như thế nào."
552,"nếu mà con trai không chịu được thì bỏ đi nhá,chị em chúng tôi không cần,anh không lo được thì để thằng khác lo😬"
553,"Mẹ t thường bảo:” t luôn công bằng, ko phân biệt con trai con gái” nhưng ... lời nói của mẹ ko đi đổi vs hành động"
554,đúng rồi 😔
555,"ko phải chơi bia đia là muốn chơi thì chơi ,muốn bỏ thì bỏ😂😂😂"
556,LGBT cũng được yêu thương...
557,đẹp mat
558,Giờ kiếm đứa con gái ko ra
559,"Tui không tinnnnn',"
560,Ko lo coi lại bản thân mà đổ thừa phụ nữ. Vô tik sự lười biếng ngoại tình mà toàn đổ thừa phụ nữ
561,"không phải lúc nào con gái cũng muốn con trai trả tiền .
 Nếu xem bạn là người ngoài thì cô ấy sẽ tự mình trả tiền ."
562,trà sữa còn có hương này hương kia tại sao tình yêu chỉ yêu mỗi cách Truyền thống? sống chậm lại à ?
563,"nữ quyền k có hại, các bạn nữ lợi dụng 2 chữ “nữ quyền” để chuộc lợi cá nhân mới có hại"
564,Tội quá 😌
565,chị ấy đẹp quá
566,Chơi zị ai chơi lại
567,giảm cân
568,Giờ lớp trẻ muốn cưới bằng bạn bằng bè nhưng không có kinh tế thấm mâu thuẫn và bỏ 😂
569,Bảo Thy xinh dã man luôn ý
570,Họ không cần đàn ông trong cuộc đời của họ nhưng đâu có nghĩa họ phủ nhận vai trò của đàn ông ?
571,Chúc hai em luôn luôn vui vẻ hạnh phúc 🥰🥰
572,sinh ra trong cái gia đình này đã là cái sai
573,đc luôn a😳
574,ủa alo vì sao phải xin lỗi?? và ng bố ấy cũng kh xứng nhận đc tha thứ:)) chã có ng bố nào lại đối xử với con mình như thế cả...
575,chặt có j cả
576,bữa ms thấy ở hội an xong
577,"đẹp gái nhỡ',"
578,Nói đúng hơn họ yêu bằng cảm giác. Họ cảm giác họ yêu ai thì họ theo đuổi. Nói như trên cảm giác đang kì thị vậy
579,T jgbt hẳn r😻
580,"2 má này dở và xàm như nhau má PT ko biết sao vô ctr này đúng nhảm luôn ko có gì đặc biệt toàn làm xàm xí câu view',"
581,Phải chi ai cũng thấu hiểu vậy thì tốt rồi 🤧
582,quạo ẻ
583,tùy cty tùy công việc thôi
584,"Ngoài đó trọng giới tính lắm, sinh con trai cho bằng được, giờ mà comeout mẹ ko shock sao đc"
585,vàng anh ghen 😂
586,tập một tháng nhiêu dị 🤔
587,mình luôn ủng hộ😊
588,giống thằng khứa thanh duy vây ?? 😳😳 phải ổng ko ? sao nay ra nỗng nỗi này
589,Tuyệt
590,khổ thiệt đó chị 🥺🥺🥺
591,Chán không muốn nói hazz
592,"tập nào 2 mẻ combat thì t coi :)))',"
