index,text,label,platform,processed_text
326,nghĩa parky cay lắm,1.0,TikTok,nghĩa parky cay lắm
327,parky không miền nam giờ hawai nhit,1.0,TikTok,parky không miền nam giờ hawai nhit
328,khóc thuê parky,1.0,TikTok,khóc thuê parky
329,parky ghét lửa khói,1.0,TikTok,parky ghét lửa khói
330,điền chỗ trống parky rau,1.0,TikTok,điền chỗ trống parky rau
331,parky cay,1.0,TikTok,parky cay
332,kiki ều ều chặc chặc,1.0,TikTok,kiki ều ều chặc chặc
333,ke,1.0,TikTok,ke
334,cay hả parky,1.0,TikTok,cay hả parky
335,kikiki,1.0,TikTok,kikiki
336,nailky lo chà chân ngửi rắm tây không dí bây,1.0,TikTok,nailky lo chà chân ngửi rắm tây không dí bây
337,batman,1.0,TikTok,batman
338,không parky tụ tôi gớp sức giải_phóng gì mày đời rồi tư thua nít,1.0,TikTok,không parky tụ tôi gớp sức giải_phóng gì mày đời rồi tư thua nít
339,giải_phóng rồi nam kiếm thoi bắc chết đói,1.0,TikTok,giải_phóng rồi nam kiếm thoi bắc chết đói
340,cali,1.0,TikTok,cali
341,parky paả parky,1.0,TikTok,parky paả parky
342,namkiki,1.0,TikTok,namkiki
343,lũ hèn_nhát nô_lệ ngoại_bang đổi giàu ah bọn tôi không hồ tất chư không bao_giờ nô_lệ cali,1.0,TikTok,lũ hèn_nhát nô_lệ ngoại_bang đổi giàu ah bọn tôi không hồ tất chư không bao_giờ nô_lệ cali
344,namki khóc thương mẹ,1.0,TikTok,namki khóc thương mẹ
345,không_trung quốc parky,1.0,TikTok,không_trung quốc parky
346,không parky miền nam tôi tôi mắc_cỡ giùm parky,1.0,TikTok,không parky miền nam tôi tôi mắc_cỡ giùm parky
347,kêu namky hk giận kêu batky giận,1.0,TikTok,kêu namky hk giận kêu batky giận
348,không parky vỹ tuyến trở_thành hàn_quốc,1.0,TikTok,không parky vỹ tuyến trở_thành hàn_quốc
349,parky cá xương nam kỳ nhặt kho tương dần,1.0,TikTok,parky cá xương nam kỳ nhặt kho tương dần
350,parky quậy kinh,1.0,TikTok,parky quậy kinh
351,đừng thoát không parky miền nam âu khái_niệm vậy không parky không_lẽ miền nam biến đồ miền nam hiện_giờ hùng giàu cod thể nam hàn,1.0,TikTok,đừng thoát không parky miền nam âu khái_niệm vậy không parky không_lẽ miền nam biến đồ miền nam hiện_giờ hùng giàu cod thể nam hàn
352,parky phá nát miền nam,1.0,TikTok,parky phá nát miền nam
353,không parky miền nam,1.0,TikTok,không parky miền nam
354,parky,1.0,TikTok,parky
355,tụi bây dừng đi đừng hở tí parky parky kia parky parky parky parky parky hoài,1.0,TikTok,tụi bây dừng đi đừng hở tí parky parky kia parky parky parky parky parky hoài
356,parky cay,1.0,TikTok,parky cay
357,lịch tụi mấy thằng parky đem món pịa,1.0,TikTok,lịch tụi mấy thằng parky đem món pịa
358,parky xưa khổ không cơm giờ khổ miền nam tiềm kế sinh_nhai,1.0,TikTok,parky xưa khổ không cơm giờ khổ miền nam tiềm kế sinh_nhai
359,parky,1.0,TikTok,parky
360,parky,1.0,TikTok,parky
361,parky giải_phóng miền nam,1.0,TikTok,parky giải_phóng miền nam
362,đa tui người miền bắt được người niềm bắt nha thây đổi kiến nguyên kiến,1.0,TikTok,đa tui người miền bắt được người niềm bắt nha thây đổi kiến nguyên kiến
363,điền chỗ trống namky cơm pháp,1.0,TikTok,điền chỗ trống namky cơm pháp
364,cali cay không nc,1.0,TikTok,cali cay không nc
365,cali cay,1.0,TikTok,cali cay
366,không mỹ cali,1.0,TikTok,không mỹ cali
367,không mỹ parky xe_đạp không đi internet xài,1.0,TikTok,không mỹ parky xe_đạp không đi internet xài
368,miền nam đô_hộ đội miền bắc giải_cứu sót thằng cali không xưa người_dân đô_hộ khổ phỉnh tây chửi miền bắc parky,1.0,TikTok,miền nam đô_hộ đội miền bắc giải_cứu sót thằng cali không xưa người_dân đô_hộ khổ phỉnh tây chửi miền bắc parky
369,sai miền nam thơ nè parky cá_rô_phi nhầm lưu đạn chêt parky,1.0,TikTok,sai miền nam thơ nè parky cá_rô_phi nhầm lưu đạn chêt parky
370,nhóc mày thơ_văn lí_luận packy,1.0,TikTok,nhóc mày thơ_văn lí_luận packy
371,không người việt rồi avatar nhok parky,1.0,TikTok,không người việt rồi avatar nhok parky
372,rồi parky phá nát miền nam mày đấy,1.0,TikTok,rồi parky phá nát miền nam mày đấy
373,đem thuế parky,1.0,TikTok,đem thuế parky
374,người gốc parky người ta bảo parky bọn đa sống lắm dơ ước được sinh miền nam người miền nam,1.0,TikTok,người gốc parky người ta bảo parky bọn đa sống lắm dơ ước được sinh miền nam người miền nam
375,parky namki,1.0,TikTok,parky namki
376,naman mày với nhậu xuất lá muấn xây bê_tông nòi ging khmer,1.0,TikTok,naman mày với nhậu xuất lá muấn xây bê_tông nòi ging khmer
377,helo parky,1.0,TikTok,helo parky
378,hào parky,1.0,TikTok,hào parky
379,namky chào parky,1.0,TikTok,namky chào parky
380,tôi parky công_viên bãi đỗ xe,1.0,TikTok,tôi parky công_viên bãi đỗ xe
381,cali hùa,1.0,TikTok,cali hùa
382,parky rau_muống cá_rô,1.0,TikTok,parky rau_muống cá_rô
383,ducangky khát,1.0,TikTok,ducangky khát
384,bar where ducanger,1.0,TikTok,bar where ducanger
385,cali,1.0,TikTok,cali
386,parky không,1.0,TikTok,parky không
387,kêu parky nhảy_dựng kêu namky ta vui,1.0,TikTok,kêu parky nhảy_dựng kêu namky ta vui
388,yêu tổ_quốc yêu đồng_bào,2.0,TikTok,yêu tổ_quốc yêu đồng_bào
389,parky,1.0,TikTok,parky
390,parky soạn_văn bao,1.0,TikTok,parky soạn_văn bao
391,parky,1.0,TikTok,parky
392,parky,1.0,TikTok,parky
393,parky,1.0,TikTok,parky
394,parky bực_bội,1.0,TikTok,parky bực_bội
395,parky cay,1.0,TikTok,parky cay
396,parky cay,1.0,TikTok,parky cay
397,nam bắc,2.0,TikTok,nam bắc
398,oimeoi parky phóng_khoáng,1.0,TikTok,oimeoi parky phóng_khoáng
399,cali,1.0,TikTok,cali
400,namkiki cay,1.0,TikTok,namkiki cay
401,parky cay,1.0,TikTok,parky cay
402,cali,1.0,TikTok,cali
403,cali kh học,1.0,TikTok,cali kh học
404,cali,1.0,TikTok,cali
405,cali,1.0,TikTok,cali
406,cali,1.0,TikTok,cali
407,việt_nam duongdereview learnontiktok mcv,2.0,TikTok,việt_nam duongdereview learnontiktok mcv
408,việt_nam duongdereview learnontiktok mcv,2.0,TikTok,việt_nam duongdereview learnontiktok mcv
409,việt_nam duongdereview learnontiktok mcv,2.0,TikTok,việt_nam duongdereview learnontiktok mcv
410,việt_nam duongdereview learnontiktok mcv,2.0,TikTok,việt_nam duongdereview learnontiktok mcv
411,bac nam mot nha,2.0,TikTok,bac nam mot nha
412,yêu tổ_quốc yêu đồng_bào,2.0,TikTok,yêu tổ_quốc yêu đồng_bào
413,parky giảng,1.0,TikTok,parky giảng
414,miền bạn chào nam kiki nhá,1.0,TikTok,miền bạn chào nam kiki nhá
415,namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối,1.0,TikTok,namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối
416,parky bữa mời tôi rau mún bữa coi,1.0,TikTok,parky bữa mời tôi rau mún bữa coi
417,parky chào parky,1.0,TikTok,parky chào parky
418,parky với thanks hoá,1.0,TikTok,parky với thanks hoá
419,nam bắc mãi_mãi,2.0,TikTok,nam bắc mãi_mãi
420,parky giáo_huấn,1.0,TikTok,parky giáo_huấn
421,parky,1.0,TikTok,parky
422,bakes,1.0,TikTok,bakes
423,parky,1.0,TikTok,parky
424,parky công_viên,1.0,TikTok,parky công_viên
425,parky cay,1.0,TikTok,parky cay
426,parky chào namky,1.0,TikTok,parky chào namky
427,nam bắc,2.0,TikTok,nam bắc
428,páo ki,1.0,TikTok,páo ki
429,miền nam chào đồng_bào miền trung miền bắc,2.0,TikTok,miền nam chào đồng_bào miền trung miền bắc
430,namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối,1.0,TikTok,namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối
431,cali,1.0,TikTok,cali
432,kiêmd view tred parky,1.0,TikTok,kiêmd view tred parky
433,namky chào parky,1.0,TikTok,namky chào parky
434,việt_nam kà paky,1.0,TikTok,việt_nam kà paky
435,namkiki,1.0,TikTok,namkiki
436,không đổi thành party,1.0,TikTok,không đổi thành party
437,cali cay cải kìa,1.0,TikTok,cali cay cải kìa
438,không parky,1.0,TikTok,không parky
439,parky,1.0,TikTok,parky
440,parky,1.0,TikTok,parky
441,parky,1.0,TikTok,parky
442,parky cay,1.0,TikTok,parky cay
443,parky,1.0,TikTok,parky
444,parky tiếng coi,1.0,TikTok,parky tiếng coi
445,parky,1.0,TikTok,parky
446,parky giải,1.0,TikTok,parky giải
447,parky giải,1.0,TikTok,parky giải
448,parky noi tieng cay không,1.0,TikTok,parky noi tieng cay không
449,cali cay,1.0,TikTok,cali cay
450,parky cay,1.0,TikTok,parky cay
451,cali,1.0,TikTok,cali
452,cali cay trần thái khang cay,1.0,TikTok,cali cay trần thái khang cay
453,đấy bọn kiki giải_phóng,1.0,TikTok,đấy bọn kiki giải_phóng
454,cali kiki,1.0,TikTok,cali kiki
455,cali,1.0,TikTok,cali
456,cali,1.0,TikTok,cali
457,namki mày được hồn đâuquanh quẩn mấy ba kikhổ lắm cali namki ui,1.0,TikTok,namki mày được hồn đâuquanh quẩn mấy ba kikhổ lắm cali namki ui
458,parky,1.0,TikTok,parky
459,toàn bọn cali không ơn hồ,1.0,TikTok,toàn bọn cali không ơn hồ
460,cali,1.0,TikTok,cali
461,chia buồn ứu gia_đình parky,1.0,TikTok,chia buồn ứu gia_đình parky
462,cali giỏi tv,1.0,TikTok,cali giỏi tv
463,namkiki,1.0,TikTok,namkiki
464,em miền bắc quý anh_em miền nam miền trung,2.0,TikTok,em miền bắc quý anh_em miền nam miền trung
465,parky,1.0,TikTok,parky
466,parky,1.0,TikTok,parky
467,parky tiếng,1.0,TikTok,parky tiếng
468,dương parky không,1.0,TikTok,dương parky không
469,chổ gọi miền bắc parky người bắc thân_thiện,1.0,TikTok,chổ gọi miền bắc parky người bắc thân_thiện
470,solo đi parky nhìu,1.0,TikTok,solo đi parky nhìu
471,đường thử parky,1.0,TikTok,đường thử parky
472,việt_nam duongdereview learnontiktok mcv,2.0,TikTok,việt_nam duongdereview learnontiktok mcv
473,parky im,1.0,TikTok,parky im
474,batman,1.0,TikTok,batman
475,câm bọn namky tụi mày trèo đầu,1.0,TikTok,câm bọn namky tụi mày trèo đầu
476,đường namky khởi_nghĩa không đường parky khởi_nghĩa parky tụi miền bắc tụi ớn lắm,1.0,TikTok,đường namky khởi_nghĩa không đường parky khởi_nghĩa parky tụi miền bắc tụi ớn lắm
477,đừng gọi parky,1.0,TikTok,đừng gọi parky
478,không gọi parky gọi bake hén,1.0,TikTok,không gọi parky gọi bake hén
479,cali,1.0,TikTok,cali
480,paky hổ báo,1.0,TikTok,paky hổ báo
481,mày đường khéo cảnh_sát khoá mõm đấy cali,1.0,TikTok,mày đường khéo cảnh_sát khoá mõm đấy cali
482,namki sống chó,1.0,TikTok,namki sống chó
483,party cay,1.0,TikTok,party cay
484,nam bắc đi phân_tích đất chia_cắt đôi chia_cắt đôi,2.0,TikTok,nam bắc đi phân_tích đất chia_cắt đôi chia_cắt đôi
485,helo parky,1.0,TikTok,helo parky
486,parky this that tui quản_lý lãnh_đạo parky khăn thiệt phát_biểu dân namky tui,1.0,TikTok,parky this that tui quản_lý lãnh_đạo parky khăn thiệt phát_biểu dân namky tui
487,parky giải hoài,1.0,TikTok,parky giải hoài
488,namky chào parky,1.0,TikTok,namky chào parky
489,hồ việt_nam ta hai đất ta hàn_quốc triều_tiên đừng chia đôi,2.0,TikTok,hồ việt_nam ta hai đất ta hàn_quốc triều_tiên đừng chia đôi
490,parky không em văn_minh love you,1.0,TikTok,parky không em văn_minh love you
491,cali đầu_tư hẳn tiếng việt nè,1.0,TikTok,cali đầu_tư hẳn tiếng việt nè
492,parky tv vid kìa,1.0,TikTok,parky tv vid kìa
493,namkiki,1.0,TikTok,namkiki
494,kém đi chê nam kiki nha,1.0,TikTok,kém đi chê nam kiki nha
495,cali động ngoan ngoan khúc xương bé gặm nha,1.0,TikTok,cali động ngoan ngoan khúc xương bé gặm nha
496,cali cay cải hoài,1.0,TikTok,cali cay cải hoài
497,cá_rô không ta,1.0,TikTok,cá_rô không ta
498,parky khóc,1.0,TikTok,parky khóc
499,may parky,1.0,TikTok,may parky
500,parky ní nuận,1.0,TikTok,parky ní nuận
501,parky giải,1.0,TikTok,parky giải
502,nguyên xóm tôi toàn packy,1.0,TikTok,nguyên xóm tôi toàn packy
503,nam kỳ noá khinh hồn,1.0,TikTok,nam kỳ noá khinh hồn
504,cá_rô,1.0,TikTok,cá_rô
505,việt_nam duongdereview learnontiktok mcv,2.0,TikTok,việt_nam duongdereview learnontiktok mcv
506,tôi miền nam học với toàn bắc tôi thương cmay phân_biệt,2.0,TikTok,tôi miền nam học với toàn bắc tôi thương cmay phân_biệt
507,parkour,1.0,TikTok,parkour
508,parky tiếng séc xúc_xích nha,1.0,TikTok,parky tiếng séc xúc_xích nha
509,parky giá_lạnh ok,1.0,TikTok,parky giá_lạnh ok
510,parky,1.0,TikTok,parky
511,parky namkiki miền bắc miền nam phân_biệt vùng miền,2.0,TikTok,parky namkiki miền bắc miền nam phân_biệt vùng miền
512,parky sống đàng_hoàng đừng ức_hiếp miền nam bắc không phân_biệt,1.0,TikTok,parky sống đàng_hoàng đừng ức_hiếp miền nam bắc không phân_biệt
513,tất miền việt_nam anh_em bh gồng chống bọn phân_biệt vùng miền,2.0,TikTok,tất miền việt_nam anh_em bh gồng chống bọn phân_biệt vùng miền
514,parky parky không,1.0,TikTok,parky parky không
515,bọn namky cay,1.0,TikTok,bọn namky cay
516,cùg anh_em phân_biệt,2.0,TikTok,cùg anh_em phân_biệt
517,miền nam không sánh miền miền ta đất chiến_tranh biết_bao_nhiêu xương_máu công_suất dũng_cảm,2.0,TikTok,miền nam không sánh miền miền ta đất chiến_tranh biết_bao_nhiêu xương_máu công_suất dũng_cảm
518,parky nhạy_cảm phết,1.0,TikTok,parky nhạy_cảm phết
519,parky,1.0,TikTok,parky
520,parky giải,1.0,TikTok,parky giải
521,parky,1.0,TikTok,parky
522,namki,1.0,TikTok,namki
523,pảkiki,1.0,TikTok,pảkiki
524,việt_nam,2.0,TikTok,việt_nam
525,việt_nam,2.0,TikTok,việt_nam
526,việt_nam,2.0,TikTok,việt_nam
527,việt_nam,2.0,TikTok,việt_nam
528,việt_nam,2.0,TikTok,việt_nam
0,cháu ghế_trường,0.0,TikTok,cháu ghế_trường
1,vtv phản_ánh vụ chẳng giải_quyết được được góc vấn_đề khởi_chiến,0.0,TikTok,vtv phản_ánh vụ chẳng giải_quyết được được góc vấn_đề khởi_chiến
2,bắc trung nam người_người kia việt_nam,2.0,TikTok,bắc trung nam người_người kia việt_nam
3,dám phân_biệt trc mặt hong,0.0,TikTok,dám phân_biệt trc mặt hong
4,be trà_trộn ly_gián hông vậy,0.0,TikTok,be trà_trộn ly_gián hông vậy
5,pắc không thoi gì dau phân_biệt miền,1.0,TikTok,pắc không thoi gì dau phân_biệt miền
6,ta hi_sinh miền đất bây,2.0,TikTok,ta hi_sinh miền đất bây
7,thể quái bọn bắc_nam,0.0,TikTok,thể quái bọn bắc_nam
8,không miền bắc_bình luận đấy,2.0,TikTok,không miền bắc_bình luận đấy
9,đồng_nghiệp phân_biệt miền,0.0,TikTok,đồng_nghiệp phân_biệt miền
10,người bắc thương lắm,2.0,TikTok,người bắc thương lắm
11,keo_kiệt với ngáo quyền_lực phuc vu sợ bắc,1.0,TikTok,keo_kiệt với ngáo quyền_lực phuc vu sợ bắc
12,vô miền nam đi rùi biếc,0.0,TikTok,vô miền nam đi rùi biếc
13,chia_rẽ ta kêu chia_rẽ,0.0,TikTok,chia_rẽ ta kêu chia_rẽ
14,chửi tui ngu tui lạ không gogle nghĩa,0.0,TikTok,chửi tui ngu tui lạ không gogle nghĩa
15,phạt đi xã_hội loạn,2.0,TikTok,phạt đi xã_hội loạn
16,đánh bắc chấp trung nam,0.0,TikTok,đánh bắc chấp trung nam
17,toàn bọn nít,0.0,TikTok,toàn bọn nít
18,an,0.0,TikTok,an
19,trẻ không suy vậy suy lỗi đất hi_sinh bắc trung nam đi,2.0,TikTok,trẻ không suy vậy suy lỗi đất hi_sinh bắc trung nam đi
20,không bọn phân_biệt vùng miền,0.0,TikTok,không bọn phân_biệt vùng miền
21,packy lêu lêu,1.0,TikTok,packy lêu lêu
22,chờ mãi vtv tiếng,0.0,TikTok,chờ mãi vtv tiếng
23,mày miền nam gọi paky ganh_tị người miền bắc người miền bắc rộng nha,0.0,TikTok,mày miền nam gọi paky ganh_tị người miền bắc người miền bắc rộng nha
24,phân_biệt chán trẻ,2.0,TikTok,phân_biệt chán trẻ
25,vấn không phục được,2.0,TikTok,vấn không phục được
26,hở chê miền tây kia hở chê gái miền tây miền nam kia người ta người ta rồi,1.0,TikTok,hở chê miền tây kia hở chê gái miền tây miền nam kia người ta người ta rồi
27,parky,1.0,TikTok,parky
28,đố dám pbct bình_luận,0.0,TikTok,đố dám pbct bình_luận
29,tôi chả bjo đi ns phân_biệt bắc_nam mạng toàn nam packy buồn bạn nam ghen_tị đi xấu,0.0,TikTok,tôi chả bjo đi ns phân_biệt bắc_nam mạng toàn nam packy buồn bạn nam ghen_tị đi xấu
30,miền bắc sống thành_phố hồ_chí_minh được nguyên giọng quê_hương không quan_tâm,0.0,TikTok,miền bắc sống thành_phố hồ_chí_minh được nguyên giọng quê_hương không quan_tâm
31,tui đơn_giản tui mấy khứa bình_luận kiểu tui next đỡ bực,2.0,TikTok,tui đơn_giản tui mấy khứa bình_luận kiểu tui next đỡ bực
32,học ngu không được hồ dạy yêu tổ_quốc yêu đồng_bào,0.0,TikTok,học ngu không được hồ dạy yêu tổ_quốc yêu đồng_bào
