,Unnamed: 0,Nội dung
344,344,k chỉ trên mạng mà con trong game=)
345,345,trên Tik Tok chứ fb t chưa gặp 
346,346,packy hay giải thích quá
347,347,t miền trung nhưng t nhục dùm cho miền nam
348,348,"Khi đất nước gọi nhất định tôi sẽ tham gia tuyến đầu , từ nhỏ chúng tôi đã được dậy yêu đất nước yêu đồng bào rồi các bạn nhé"
349,349,Đâu hết rồi
350,350,"Thật ra bản thân em chưa bao giờ phân biệt vùng miền đâu, nhưng có lần em đi SG gặp dượng là người Bắc ý, ở chơi vài ngày thì ngày nào cũng nghe dượng"
351,351,chu kì pbvm 5 năm 1 lần rồi ae ạ
352,352,T chơi liên quân tụi nó cũng phân biệt vùng miền đây 
353,353,Cảm ơn VTV đã lên tiếng về vấn đề này 
354,354,Chỉ có bọn Naki mới hay pbvm thôi.
355,355,t đố thằng nào vào đây cmt phân biệt vùng miền đấy.
356,356,"Vô cùng bức xúc với nạn phân biệt vùng miền trên Tiktok, bản thân tôi cũng vậy mang trong mình dòng máu Việt, cảm thấy như bị kỳ thị vậy..."
357,357,không thấy cm vùng miền ô đây
358,358,miền trung chắn giữa mà ko bao h bị 2 miền phân biệt này kia nhỉ. chỉ có 1 ki bo. nhưng vì bão nhiều nên phải kibo
359,359,"tiktok đang thấy tràn ngập,mà mình bl những cái bình thường thì nó bảo vi phạm nguyên tắc cộng đồng????"
360,360,"không gian mạng ngày càng nhiều thứ chia rẽ, hi vọng cơ quan CA nghiêm khắc xử lý hình sự những trg hợp pbvm"
361,361,Mấy thằng phân biệt vùng miền đâu vào đây cmt hộ t cái
362,362,"Ở đâu cũng có người nọ người kia. Nếu hiểu về nguồn cội dân tộc, lịch sử đất nước thì chả ai phân biệt vùng miền cả."
363,363,hy vọng an ninh mạng vào cuộc
364,364,k thấy ai vào cmt kiểu thế nữa nhỉ
365,365,đợi mãi vtv lên án vụ này chứ bth lướt vid nào cx thấy pbvm lm mik khó chịu cực kì mà cx chẳng lm đc j:(
366,366,Bực lắm ạ  kiểu bị mất đoàn kết dân tộc ý ạ
367,367,"Diễn biến hòa bình, đặc biệt hơn là điều này chỉ xuất hiện trên tiktok"
368,368,toàn mấy đứa tôn thờ thằng chồn ăn lúa trộm chó bị đóng đinh treo lên tường chứ ai
369,369,coi lại văn hóa và cách sống của dân pake
370,370,Mong mọi người sớm nhận thức được không nên phân biệt vùng miền !
371,371,Sao mấy người đấy k vào đây cmt như thế nhỉ 
372,372,"Nước Việt Nam là một, dân tộc Việt Nam là một. Sông có thể cạn núi có thể mòn, song chân lý ấy không bao giờ thay đổi”. Chủ Tịch : HỒ CHÍ MINH"
373,373,Mình nghĩ là bọn kích động nói thôi
374,374,Mãi mới thấy vtv lên tiếng
375,375,nói chung là người Bắc cũng khó gần lắm ko thân thiện như người nam mình người trung
376,376,Lúc đầu nghĩ đon giản nhưng xét về chính trị thi nó là 1 moi nguy hiểm chia rẽ
377,377,cứ phạt đánh vào kinh tế là buôn nó sợ ngay
378,378,Hi vọng VTV làm quyết liệt vấn đề này
379,379,Chờ mãi ms thấy
380,380,nói đúng mà
381,381,Chờ mãi vd này
382,382,chờ mãi
383,383,tíchtoc nó phổ biến đến ức chế nếu không kiểm duyệt được thì tốt nhất soá tíchtoc khỏi Việt Nam
384,384,Diễn biến hoà bình. Khả năng cao là thế lực phản động. Chứ dạo này phân biệt khá nặng
385,385,đúng vậy xem mấy cái tin đó thấy khó chịu ghê phân biệt vùng miền không hiểu họ nghĩ gì toàn Việt Nam mà  
386,386,"Giờ mà đăng ký tài khoản cái gì cũng cần số căn cước, số điện thoại hoặc quẹt mặt cái là ngoan ngay ấy mà"
387,387,Đa phần toàn thấy mấy nhóc trẻ con cmt vậy thôi 
388,388,ngày trước ông cha quyết hy sinh cả bản thân mình để thống nhất bắc trung nam là một.nay thế hệ trẻ lại đi phân biệt nhau quá buồn cho các bạn trẻ quá
389,389,phạt thật nặng vào. phạt ngang tội phản quốc
390,390,bị bọn chống phá nó vào kích động dân mình ko biết
391,391,"Càng ngày càng thấy toàn cái gì đâu, mạng xã hội giờ đáng sợ thật"
392,392,"đùa ko vui ,VTV đã căng"
393,393,Cuối cùng vtv24 đã vào cuộc
394,394,"Bắc Trung Nam chung 1 nhà , nên tôi Miền Tây Bến Tre lấy ck u50 người Bắc rất cưng chìu thương vk việc nhà chăm con đã có 2 oshin làm hết"
395,395,Thấy mấy comment đó thì nên lơ kh nên công kích lại làm gì vì mục đích của bọn thù địch cố tình làm nổi lên nên kệ đi
396,396,"Miền Bắc 
Miền Trung 
Miền Nam 
- 3 miền chung một nhà Việt Nam _xDDF3_☭
- Nói Không với Phân Biệt Vùng Miền !!! ❌☹️"
397,397,thấy VTV tick xanh không thấy đứa nào vào comment
398,398,Điều đáng buồn là những phát ngôn pbvm như vậy đều xuất phát hầu hết từ thế hệ trẻ.
399,399,"nói chung là cần phải tìm một từ đồng nghĩa với từ parky, chứ giờ ko biết giới trẻ ok khônh "
400,400,Ae trong đất nc mà ae hơn thua nhau làm j
401,401,Dăm ba cái bọn Namky đua xe nhưng mà đội mũ 
402,402,kỳ là kỳ cục
403,403,t có làm 1 vd nhưng mà k ai xem
404,404,"miền bắc nó k chấp, chỉ có mấy thằng trẻ trâu miền nam nó a dua"
405,405,Người Bắc cứ nói miền nam là cali. Rồi bắc 54 là gì   . Và VNCH phản động t thấy toàn miền Bắc 
406,406,đối vs tao thì bọn miền nam kêu parky thì cứ kệ nó vì thủ đô của bọn nam đó vẫn là hà nội ở parky đó thôi tao tự hào vì t là người bắc
407,407,"Namekicho khởi nghĩa
Gặm bình oxy
Nhai dải phân cách
Rẻ rách lương tâm
Rủ nhau trộm cắp
Ăn c.ướp la làng
Nhậu ổi xoài cóc
Hóc cá dọn bể.
"
408,408,"chúng ta có thể dễ dàng tìm được một chị Thanh Hóa ở miền Nam, nhưng sẽ rất khó để tìm được một anh Ninh Thuận ở miền Bắc"
409,409,nói hay 
410,410,parky khóc 
411,411,không có lửa sao có khói không tự dưng ngta phân biệt
412,412,1832 1833
413,413,Đều là người Việt Nam ở trên mảnh đất chữ S nay thì phân biệt vùng miền đúng là việc làm vô nghĩa
414,414,Toàn acc rác vào cmt phân biệt 
415,415,Nếu các bạn đang chia rẽ về những từ ngữ này thì Trung Quốc đã thành công trong việc chia rẽ chúng ta......Tiểu Phấn Hồng đã hoạt động tích cực và thành công rồi.... hãy sáng suốt và đoàn kết
416,416,nameki
417,417,Njk ảo thôi keme chung nó đi
418,418,Triết lý hay lắm. Anh ủng hộ em.
419,419,e vẫn thấy bac nam trung vẫn sống trên bản đồ vn mà vẫn ăn cơm vẫn uống nước
420,420,chúng ta là người VN tại sao lại phân biệt
421,421,"parky k xấu, nhưng có những thằng xàm xí quá nên nhiều người ghét thôi. chứ người trong nước phải thương nhau,"
422,422,parky tới đâu tan hoang tới đó
423,423,hk có bất kỳ năm ky lam dân Mỹ rui
424,424,Ngược lại miền nam đâu cần parky giải cứu 
425,425,kiểu 1 con sâu làm rầu nồi canh. Nhưng ng Bắc rất ồn ào là thiệt. k ai ưa hết.
426,426,Tao góc chân Lạp định nghĩa giùm ơi tàu lao
427,427,chắc chỉ có mỗi dân Bắc giải phóng miền Nam 
428,428,xảy ra sau năm 75
429,429,Ông tui tập kết năm 45 thằng nói không có Bắc kỳ thì nó đách có hiểu về lịch sử
430,430,trong lúc đó ông nội và gốc gác của tụi miền Nam là miễn bắc
431,431,"Tao ko phan biet vung mien nhung tao di ra huong Bac choi, hàng quán toàn chặt chém, chán ...."
432,432,Có người tốt người xấu chớ đừng kỳ thị vậy nhưng mà trước giờ chưa gập người bắc nào tốt tui đang tìm nhưng sao khó quá
433,433,nói gì nói chứ dân bk chơi dơ thật
434,434,tik tok chắc chán sẽ bị cấm ở vn
435,435,từ parky nghe hay hay
436,436,Packi Cho đe
437,437,Nói thật sự thật mất lòng 10 thằng hết 9 vào chơi game là chửi ngta toàn dân miền Bắc
438,438,"Thôi ae cãi nhau làm gì ,toàn mấy thằng trẻ con với cali mõm online ,tôi làm cty với cả ngàn ae miền nam có nghe thấy ai nói phân biệt câu nào đâu "
439,439,chỉ có Thanh Hoá thôi nha
440,440,Bữa cũng có coi clip đấy. Cho mình hỏi tiếng Âu Cơ là tiếng gì?  rồi Thanh Hoá thuộc Bắc Bộ?? 
441,441,"vô giải phóng miền nam,ui lấy áo ngực lược cafe"
442,442,giải cứu nạn đói 1945 đê 
443,443,":Parky ăn cá bỏ xương, Nam kỳ nhặt lại kho tương ăn dần."
444,444,Parky cayyy
445,445,Paccky là chỉ vùng miền thôi tại mấy packy hay tự ái nên mới dảy đành đạch . Chứ kiu nam k.y coi bt có gì đâu .
446,446,"Không tức thì nói kiểu gì cũng không tức .cũng do ng cãi lại mới loạn hết ,vậy ng nói cũng sai mà cãi lại cũng sai"
447,447,Nam kiss
448,448,Parky 
449,449,parky giải thích 
450,450,"kỷ niệm 2019, công tác ngoài Hà Nội, đi ăn uống,chơi luôn có anh bản địa dẫn đi, k thì bị bán đắt hơn ng bản địa.haha"
451,451,Hok co miền nam sao co giải phóng xlon
452,452,"mình đồng ý với ban mb,mn cũng có kẻ sấu người tốt,đâu video có a đó nói kg có người sao có người miên nam.vây ban"
453,453,Vô đọc cmt mà cười 1 bên parky 1 bên cali 
454,454,miền nam cũng tốt lành đéo j đâu
455,455,Nam hay Bắc phân biệt vùng miền đều là lũ...là cái gì thì tự hiểu đi.
456,456,Tao cứ ng miền nam với miền tây mà chơi còn lại né gấp
457,457,toan la mien bac phan biet thui mien nam dong rat tinh nghia
458,458, nói như kiểu miền nam được parki giải phóng vậy nghe cũng hài hài đúng chất parki có cái gì cũng muốn ôm hết công lao hỏi sao không bị ghét
459,459,"cho hỏi rốt cuộc bắc và nam có chuyện gì mà đi méo đâu củng thấy parky, cali không hiểu lắm  do mình ăn cơm nhà không hiểu gì thế giới "
460,460,
461,461,chắc chưa học lịch sử
462,462,Ko phải phân biệt mà là do bọn nó vô nam lừa lọc quá nên nó mới chửi thôi.Nếu bọn bắc đàng hoàng thì nó nói gì đâu 
463,463,Tui thấy kh có tiền chết giờ phân biệt vùng miền đúng là kh ra gì
464,464,Cùng là người VN . Yêu thw nhau đi mn
465,465,parky cay
466,466,pảkycon từ cũ nhưng mới nha
467,467,Do chặc chém quá
468,468,đạo lý cc
469,469,ai nói j kệ ta tui sống cho bản thân tui có ai nuôi tui được nghìn nào đâu mà nói người ta này nọ
470,470,đm miền nam có liên quan gì miền bắc. phải có bắc mới có nam hả .s dân bắc vào nam sông k vậy thấy ai trong nam ma ra bắc sống nổi
471,471,Parky dang cay ak 
472,472,"VN mình k phân biệt màu da như nước ngoài, nhưng được cái là phân biệt vùng miền "
473,473,kém y thuc của thành phần phân biệt
474,474,1954 cuộc di dân từ bắc vào nam xuống tận miền tây khoảng 20-30k ng vơ véc phá hại khai quan….MN phải chi như nước hàn là tao bjo có xe hơi chạy r
475,475,Người bắc vào nam rất dễ thương cho đến khi tui ra hn 1 lần. Nó nghe giọng tui miền nam là nó kì thị và chặt chém. Đúng là parky
476,476,giờ mình mới hiểu i đâu kũng thấy bình luận parky
477,477,Vấn đề gì mà nổi dậy vụ này vậy mn ! Ko hiểu gì luôn
478,478,"thích nhất mấy ông giao thông, bắc nam đi Sai bố tóm xị tiền ra"
479,479,Bắc - Trung - Nam: anh em 1 nhà. Không lẽ lý thuyết thôi sao...
480,480,Parky nó cay
481,481,thích giải phóng đó
482,482,toàn loài ngụy con.thứ có ca có li mà éo nước
483,483,Đúng vậy e
484,484,không phân biệt cái gì hết người miền Nam rét bất kỳ là sự thật 10nguoi ghét 9 rồi ghét đây là ghét tính cách chứ không phải ghét vùng miền
485,485,h ko có miền Nam là chắc có bất kỳ
486,486,"vậy hỏi tại sao parky bị ghét, không lửa sao có khói "
487,487,miền nào cũng z do tính người thoi
488,488,em trai nói đúng quá
489,489,ở ngoài Bắc tụi nó đói nhăn răng nên chạy vô miền Nam ở ko chịu về
490,490,parky
491,491,toàn cali con đu máy bay rớt xuống biển xót lại
492,492,k có pk sao có miền nam  câu nói ấu trĩ 
493,493,parky nghĩa thật nó là gì gị
494,494,Dmm baky
495,495,Nhắc đến parky cái là vào dãy đành đạch
496,496,bộ miên bắc chung m cứu miên nam à
497,497,K có miền nam batky ăn cá rô cây
498,498,parky cay lắm
499,499,
500,500,parky
501,501,thứ vô ơn.
502,502,Đừng nói không có tụi mày miền Nam vẫn sống tốt . Có tụi mày tham nhủng nhiều đó quang tham
503,503,"lịch sử không quan trọng, quan trọng lối sống hiện tại của họ. dẫn đến những người xung quanh họ ghét thôi"
504,504,phải nói là phải có miền trung mới có Miền Nam . chứ bắc nhận quơ à 
505,505,tôi người miền Trung nhưng dân Bắc keo kiệt tinh toán bỏ mẹ nói chung là ko chơi được
506,506,miền nào nấy ở chỗ chắc ăn
507,507,"cái này là tư duy củ của bọn ăn theo các bạn hãy nhớ Ấn Độ mất Pakitan nhé .từ một sắc dân thiểu số và tôn giáo văn hóa vùng miền ,Anh chia rẻ"
508,508,ko có parky thì sao có miền nam....ko có parky thì miền nam ko có parky 
509,509,Trời trên đầu đéo phải việt bắc mà là việt nam 
510,510,Ko có miền nam sao có parky
511,511,"có tên đường Nam Kỳ Khởi Nghĩa , làm gì có tên đường ... ... Khởi Nghĩa vậy hiểu đâu là no1 rồi cãi chi"
512,512,người nam cũng toàn gốc Bắc hết .. phân biệt chỉ chửi cha ông ta thôi
513,513,miền bắc đâu sinh ra miền nam đâu sao a paky nói zây
514,514,nạn phân biệt vùng miền là hậu quả của lũ VNCH để lại đó mà!
515,515,má nói nghe tức ak... giờ phân ra 2 miền như triều tiên với nam hàng bốc sít... thuế miền nam đổ ra bắc sây dựng đã rùi nói giọng đó
516,516,Nam bắc kệ đi miễn sao ai làm dc việc thì giữ lại
517,517,pbvm ngây thơ dân nam cực chúa ghét dân bắc cực tuy cùng 1 trái đất nó là quy luật vũ trụ rồi ngay thơ
518,518,xém chút parky thành triều tiên
519,519,"nam bắc đánh nhau
tao ngồi cười "
520,520,Không có paky. miền nam là hà.n quố c.
521,521,hk nkì bkì h ở đâu ta
522,522,ko có người miền nam thì bắc làm đéo gì vào dc nam
523,523,nói đa số người nam Theo chế độ cũ
